¬ÂÏˇ	J1	J2	J3	R1	R2	R3	60 10JAA10FP901XQ01 P ‰‡‚Î ‚ ‡Á    	82 10JEC01FT901XQ51 “ ’ —– √÷“    	77 10JEC02FT901XQ51 “ √–◊ —– √÷“  	232 10JEA00FP001XQ01 —–(P) œ√ 	102 10JDA00FG912XQ02 œŒ√– √– 12 Œ– —”«	101 10JDA00FG911XQ02 œŒ√– √– 11 Œ– —”«	100 10JDA00FG910XQ02 œŒ√– √– 10 Œ– —”«	241 10JEF10FL902XQ01 L ¬  ƒ JEF10BB001 	237 10JEA10CL004XQ01 ”–Œ¬≈Õ‹  Œ“ÀŒ¬Œ… ¬Œƒ€	51 10KUA12CQ001XQ51 — ¡Œ–    	53 10KBA40CQ001XQ01 Q ¡Œ– ¬ œŒƒœ 1  	63 10JEC00FF903XQ02 —”ÃÃ Œ¡ F ◊/« –≈¿ “ 	54 10JKS00FU901XQ02 N ¿ «, %   	59 10MKA01FE901XQ01 N ›À, %   	243 10JKS10FX901XQ01 Œ‘—≈“    	
18524543.054	4.10093E-05	4.07733E-05	8.2856E-13	0.069	0.0691	0.085	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.089	4.1012E-05	4.0768E-05	8.2728E-13	0.069	0.069	0.0839	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.115	4.10133E-05	4.07627E-05	8.2632E-13	0.0689	0.0688	0.0832	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.149	4.10133E-05	4.07653E-05	8.248E-13	0.0689	0.0688	0.0819	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.175	4.1016E-05	4.07653E-05	8.2296E-13	0.0689	0.0687	0.0802	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.21	4.10133E-05	4.07667E-05	8.2216E-13	0.0687	0.0687	0.0797	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.244	4.10107E-05	4.0772E-05	8.2088E-13	0.0686	0.0687	0.0786	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.27	4.10133E-05	4.0772E-05	8.204E-13	0.0686	0.0687	0.0784	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.305	4.1012E-05	4.07707E-05	8.1968E-13	0.0685	0.0686	0.0779	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.331	4.10067E-05	4.07653E-05	8.1976E-13	0.0683	0.0684	0.0783	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.365	4.10067E-05	4.07573E-05	8.2032E-13	0.0683	0.0682	0.0792	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.4	4.10053E-05	4.07533E-05	8.2104E-13	0.0682	0.068	0.0803	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.426	4.10027E-05	4.07507E-05	8.2232E-13	0.0681	0.0679	0.0819	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.46	4.1E-05	4.07533E-05	8.2304E-13	0.068	0.0679	0.0829	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.495	4.0996E-05	4.07587E-05	8.2312E-13	0.0678	0.068	0.0831	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.521	4.09933E-05	4.076E-05	8.2304E-13	0.0677	0.068	0.0832	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.556	4.09947E-05	4.07653E-05	8.2288E-13	0.0677	0.068	0.0831	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.581	4.0992E-05	4.07653E-05	8.2344E-13	0.0676	0.068	0.0839	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.616	4.09907E-05	4.0768E-05	8.2376E-13	0.0675	0.068	0.0843	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.651	4.09907E-05	4.0764E-05	8.2504E-13	0.0674	0.0678	0.0858	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.676	4.09907E-05	4.076E-05	8.2672E-13	0.0674	0.0677	0.0877	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.711	4.09947E-05	4.0764E-05	8.2752E-13	0.0674	0.0677	0.0886	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.737	4.0996E-05	4.07653E-05	8.2856E-13	0.0674	0.0677	0.0897	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.772	4.10013E-05	4.0768E-05	8.2888E-13	0.0675	0.0677	0.09	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.806	4.1004E-05	4.07693E-05	8.2952E-13	0.0675	0.0676	0.0907	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.832	4.1004E-05	4.0768E-05	8.296E-13	0.0674	0.0675	0.0907	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.867	4.09973E-05	4.07653E-05	8.2928E-13	0.0672	0.0674	0.0903	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.901	4.0992E-05	4.0764E-05	8.288E-13	0.067	0.0673	0.0897	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.927	4.09947E-05	4.076E-05	8.28E-13	0.067	0.0672	0.0888	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.962	4.1E-05	4.07573E-05	8.276E-13	0.0671	0.0671	0.0884	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524543.988	4.1004E-05	4.07573E-05	8.2704E-13	0.0671	0.067	0.0877	15.84579	290.1582	302.086	6.794393	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90861.98	1209.36704	0.197408	-4.254696
18524544.022	4.10027E-05	4.07587E-05	8.2496E-13	0.067	0.067	0.0855	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.057	4.10013E-05	4.07547E-05	8.2336E-13	0.0669	0.0668	0.0837	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.083	4.0996E-05	4.07587E-05	8.1912E-13	0.0668	0.0669	0.0791	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.117	4.09973E-05	4.07613E-05	8.1688E-13	0.0667	0.0669	0.0767	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.143	4.0996E-05	4.07587E-05	8.1256E-13	0.0666	0.0668	0.072	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.178	4.09973E-05	4.076E-05	8.1064E-13	0.0666	0.0667	0.07	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.212	4.10013E-05	4.07613E-05	8.0744E-13	0.0667	0.0667	0.0666	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.238	4.10027E-05	4.07613E-05	8.0488E-13	0.0666	0.0667	0.0639	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.273	4.1004E-05	4.076E-05	8.0368E-13	0.0666	0.0666	0.0629	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.299	4.1004E-05	4.07613E-05	8.0224E-13	0.0665	0.0665	0.0615	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.333	4.10027E-05	4.07627E-05	8.0168E-13	0.0665	0.0665	0.0611	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.368	4.10053E-05	4.0764E-05	8.0096E-13	0.0665	0.0665	0.0606	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.394	4.10053E-05	4.0764E-05	8.0016E-13	0.0664	0.0664	0.06	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.428	4.10053E-05	4.07573E-05	7.9856E-13	0.0663	0.0662	0.0584	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.454	4.10067E-05	4.0756E-05	7.9656E-13	0.0663	0.0661	0.0564	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.489	4.10027E-05	4.07467E-05	7.9584E-13	0.0662	0.0659	0.0558	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.523	4.10027E-05	4.07453E-05	7.9472E-13	0.0661	0.0658	0.0548	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.549	4.1E-05	4.07507E-05	7.9472E-13	0.066	0.0659	0.0552	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.584	4.09947E-05	4.07547E-05	7.9424E-13	0.0658	0.0659	0.0549	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.618	4.09973E-05	4.07613E-05	7.9392E-13	0.0658	0.066	0.0548	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.644	4.0996E-05	4.07627E-05	7.9328E-13	0.0657	0.066	0.0544	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.679	4.09933E-05	4.07627E-05	7.9288E-13	0.0656	0.0659	0.0542	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.705	4.09973E-05	4.07587E-05	7.9168E-13	0.0657	0.0658	0.053	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.739	4.0996E-05	4.07587E-05	7.9032E-13	0.0656	0.0657	0.0517	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.774	4.09933E-05	4.0756E-05	7.8936E-13	0.0655	0.0656	0.0509	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.8	4.09933E-05	4.07493E-05	7.8656E-13	0.0654	0.0654	0.0479	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.834	4.09933E-05	4.0748E-05	7.852E-13	0.0654	0.0653	0.0466	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.86	4.09947E-05	4.0748E-05	7.8264E-13	0.0653	0.0652	0.0439	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.895	4.09973E-05	4.0748E-05	7.8168E-13	0.0653	0.0652	0.0431	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.929	4.1E-05	4.07547E-05	7.7944E-13	0.0653	0.0653	0.0408	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.955	4.10013E-05	4.07547E-05	7.7808E-13	0.0653	0.0652	0.0396	15.84599	290.1559	302.0838	6.794415	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.31	1208.70496	0.197408	-4.254696
18524544.99	4.10053E-05	4.07507E-05	7.7536E-13	0.0654	0.0651	0.0367	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.016	4.1008E-05	4.07493E-05	7.7344E-13	0.0654	0.065	0.0347	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.05	4.1008E-05	4.07413E-05	7.7312E-13	0.0653	0.0648	0.0348	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.085	4.1008E-05	4.07413E-05	7.732E-13	0.0652	0.0647	0.0354	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.111	4.1004E-05	4.0744E-05	7.7344E-13	0.0651	0.0647	0.0361	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.145	4.09987E-05	4.07427E-05	7.7472E-13	0.0649	0.0647	0.0381	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.18	4.09947E-05	4.07467E-05	7.7544E-13	0.0648	0.0647	0.0393	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.206	4.0992E-05	4.07493E-05	7.764E-13	0.0647	0.0647	0.0409	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.24	4.0992E-05	4.0748E-05	7.764E-13	0.0646	0.0646	0.0412	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.266	4.0992E-05	4.0748E-05	7.76E-13	0.0646	0.0646	0.041	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.301	4.09893E-05	4.0748E-05	7.7488E-13	0.0644	0.0645	0.0399	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.335	4.0988E-05	4.0748E-05	7.7392E-13	0.0644	0.0645	0.0391	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.361	4.09893E-05	4.0752E-05	7.7112E-13	0.0643	0.0645	0.036	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.396	4.09947E-05	4.0752E-05	7.6992E-13	0.0644	0.0644	0.0349	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.422	4.10013E-05	4.07493E-05	7.6752E-13	0.0645	0.0643	0.0323	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.456	4.1004E-05	4.0752E-05	7.6696E-13	0.0645	0.0643	0.032	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.491	4.1008E-05	4.07587E-05	7.6608E-13	0.0645	0.0644	0.0313	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.517	4.10067E-05	4.076E-05	7.6576E-13	0.0645	0.0644	0.0313	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.551	4.10067E-05	4.0764E-05	7.6528E-13	0.0644	0.0644	0.0311	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.577	4.10027E-05	4.0768E-05	7.6512E-13	0.0643	0.0645	0.0313	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.612	4.0996E-05	4.07653E-05	7.6488E-13	0.0641	0.0644	0.0314	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.646	4.0996E-05	4.07627E-05	7.6528E-13	0.064	0.0642	0.0322	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.672	4.09933E-05	4.0756E-05	7.6608E-13	0.0639	0.064	0.0336	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.707	4.0992E-05	4.07533E-05	7.6936E-13	0.0638	0.0639	0.038	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.733	4.09933E-05	4.07493E-05	7.7192E-13	0.0638	0.0638	0.0414	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.785	4.09973E-05	4.07547E-05	7.8168E-13	0.0638	0.0638	0.0533	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.819	4.0996E-05	4.07507E-05	7.8496E-13	0.0637	0.0637	0.0573	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.845	4.09907E-05	4.07467E-05	7.9096E-13	0.0636	0.0636	0.0643	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.88	4.09867E-05	4.07467E-05	7.9328E-13	0.0634	0.0635	0.0668	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.906	4.09867E-05	4.0744E-05	7.9672E-13	0.0634	0.0634	0.0706	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.94	4.09853E-05	4.074E-05	7.988E-13	0.0633	0.0633	0.0728	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524545.975	4.09853E-05	4.07387E-05	7.9952E-13	0.0632	0.0632	0.0734	15.84579	290.1536	302.0805	6.794789	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90790.28	1208.60576	0.1989949	-4.258869
18524546.001	4.0992E-05	4.0744E-05	8.012E-13	0.0633	0.0632	0.0751	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.035	4.09987E-05	4.07467E-05	8.0192E-13	0.0634	0.0633	0.0756	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.061	4.10013E-05	4.0752E-05	8.0328E-13	0.0635	0.0633	0.0769	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.096	4.1004E-05	4.0752E-05	8.0392E-13	0.0635	0.0633	0.0774	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.13	4.10053E-05	4.07493E-05	8.048E-13	0.0634	0.0632	0.0781	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.156	4.1004E-05	4.07507E-05	8.0504E-13	0.0633	0.0631	0.0781	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.191	4.09973E-05	4.0744E-05	8.0536E-13	0.0631	0.0629	0.0783	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.225	4.10013E-05	4.07427E-05	8.0704E-13	0.0632	0.0629	0.0799	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.251	4.10013E-05	4.07413E-05	8.0832E-13	0.0631	0.0628	0.0811	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.286	4.0996E-05	4.07387E-05	8.1096E-13	0.0629	0.0627	0.0837	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.312	4.09973E-05	4.07347E-05	8.1256E-13	0.0629	0.0625	0.0852	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.346	4.09987E-05	4.07333E-05	8.1592E-13	0.0629	0.0624	0.0886	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.381	4.10013E-05	4.07347E-05	8.176E-13	0.0629	0.0624	0.0901	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.407	4.1004E-05	4.0736E-05	8.2E-13	0.0629	0.0624	0.0923	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.441	4.1004E-05	4.0736E-05	8.2096E-13	0.0629	0.0624	0.093	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.467	4.10027E-05	4.07413E-05	8.2112E-13	0.0628	0.0624	0.0927	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.502	4.09987E-05	4.07413E-05	8.2096E-13	0.0626	0.0624	0.0922	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
18524546.536	4.09947E-05	4.0748E-05	8.212E-13	0.0625	0.0625	0.0921	15.84619	290.1549	302.0837	6.794997	81.88445	103.04	103.04	5.952393	2.824219	6.130672	4.528809	90922.03	1209.96	0.1989949	-4.258869
